,Precentral_L,Precentral_R,Frontal_Sup_L,Frontal_Sup_R,Frontal_Sup_Orb_L,Frontal_Sup_Orb_R,Frontal_Mid_L,Frontal_Mid_R,Frontal_Mid_Orb_L,Frontal_Mid_Orb_R,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,Frontal_Inf_Tri_L,Frontal_Inf_Tri_R,Frontal_Inf_Orb_L,Frontal_Inf_Orb_R,Rolandic_Oper_L,Rolandic_Oper_R,Supp_Motor_Area_L,Supp_Motor_Area_R,Olfactory_L,Olfactory_R,Frontal_Sup_Medial_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Rectus_L,Rectus_R,Insula_L,Insula_R,Cingulum_Ant_L,Cingulum_Ant_R,Cingulum_Mid_L,Cingulum_Mid_R,Cingulum_Post_L,Cingulum_Post_R,Hippocampus_L,Hippocampus_R,ParaHippocampal_L,ParaHippocampal_R,Amygdala_L,Amygdala_R,Calcarine_L,Calcarine_R,Cuneus_L,Cuneus_R,Lingual_L,Lingual_R,Occipital_Sup_L,Occipital_Sup_R,Occipital_Mid_L,Occipital_Mid_R,Occipital_Inf_L,Occipital_Inf_R,Fusiform_L,Fusiform_R,Postcentral_L,Postcentral_R,Parietal_Sup_L,Parietal_Sup_R,Parietal_Inf_L,Parietal_Inf_R,SupraMarginal_L,SupraMarginal_R,Angular_L,Angular_R,Precuneus_L,Precuneus_R,Paracentral_Lobule_L,Paracentral_Lobule_R,Caudate_L,Caudate_R,Putamen_L,Putamen_R,Pallidum_L,Pallidum_R,Thalamus_L,Thalamus_R,Heschl_L,Heschl_R,Temporal_Sup_L,Temporal_Sup_R,Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,Temporal_Mid_L,Temporal_Mid_R,Temporal_Pole_Mid_L,Temporal_Pole_Mid_R,Temporal_Inf_L,Temporal_Inf_R,Cerebellum_Crus1_L,Cerebellum_Crus1_R,Cerebellum_Crus2_L,Cerebellum_Crus2_R,Cerebellum_3_L,Cerebellum_3_R,Cerebellum_4_5_L,Cerebellum_4_5_R,Cerebellum_6_L,Cerebellum_6_R,Cerebellum_7b_L,Cerebellum_7b_R,Cerebellum_8_L,Cerebellum_8_R,Cerebellum_9_L,Cerebellum_9_R,Cerebellum_10_L,Cerebellum_10_R,Vermis_1_2,Vermis_3,Vermis_4_5,Vermis_6,Vermis_7,Vermis_8,Vermis_9,Vermis_10
Temporal_Sup_L,0.08568049,0.70505974,-0.17122395,-0.22998834,-0.02851351,0.13236354,0.18955786,0.52587296,0.45377557,0.50742181,-0.06719317,0.11983152,-0.16008377,0.41688318,-0.3366179,-0.08595473,0.53966238,0.45934706,0.21144154,0.42233379,-0.74162857,-0.60941213,-0.37595283,-0.29931432,-0.38952919,-0.67447529,-0.43208596,-0.56373407,0.1215156,0.11112222,0.00451659,0.12210241,0.07499573,0.4626131,-0.45822592,-0.31939889,-0.35286363,-0.45769439,-0.37383745,-0.43624469,0.14598342,-0.37568324,-0.29877437,-0.28047668,-0.36489077,0.00826488,0.14303694,0.06626765,0.07912591,0.19743244,-0.16716662,-0.05977095,0.41830004,0.54732121,-0.03329296,-0.04820453,0.53293583,0.61319694,0.09956131,0.33898338,0.15458633,0.39923645,0.09127674,0.34630009,-0.49115277,0.01615973,-0.20077604,-0.13663462,0.09823167,0.07120387,-0.21141217,0.16596887,-0.06971505,0.2701407,0.04150705,0.11100521,-0.24408005,0.14891651,0.38582437,0.6326724,0,0.62999145,-0.10303209,0.18513489,-0.30357724,-0.18937785,-0.36632065,-0.53562665,-0.04012318,0.07911591,0.17583906,-0.3912526,0.00611035,-0.48805175,-0.20013721,-0.36798491,-0.45251387,-0.6371341,0.13341177,-0.32222935,0.55034239,0.08233752,0.42775248,0.19886229,-0.39851779,-0.53367288,0.00742873,0.00200944,0.01257879,-0.18064204,-0.34185086,0.20644283,0.05287997,0.01374158,0.18848953,-0.19061377
Temporal_Sup_R,-0.32513572,0.33854776,-0.25978609,-0.04981264,-0.48227365,0.29112634,-0.1433903,0.32639445,0.21380048,0.40805245,-0.21881103,-0.40982021,-0.19334425,0.32234821,-0.10831518,0.05822462,0.58933782,0.45740397,0.06750554,0.33637914,-0.55937002,-0.55469563,-0.23415318,-0.04539132,-0.44732429,-0.61552283,-0.48135344,-0.44954666,0.17753484,0.17641471,0.13434082,0.19320294,0.34848031,0.56692242,-0.24684177,0.00612177,-0.58605486,-0.42949271,-0.55144623,-0.33291697,0.11319657,-0.22884477,-0.32158612,-0.29081897,-0.13594627,0.03489086,0.06186439,0.03788937,-0.01827533,0.05091303,-0.2286363,-0.05558092,0.31614584,0.20029826,0.09395024,-0.0864923,0.24018701,0.557648,-0.1045174,0.29563469,-0.24585034,0.24795067,0.37793077,0.55394521,-0.24618921,0.01272452,0.01266018,0.08155211,0.13280257,0.28314857,-0.43307142,-0.31019662,-0.16240887,0.14524044,0.06633087,-0.24241501,-0.17717822,0.14997666,0.1320975,0.69473752,0.62999145,0,0.12778482,0.25337708,-0.13050231,0.23123675,-0.14615034,-0.09774232,-0.19886972,-0.19732483,-0.11205108,-0.49724439,-0.25349333,-0.43941024,0.10869981,-0.28411675,-0.14065856,-0.35084397,0.47235137,-0.13422001,0.3527519,-0.00610211,0.49541079,0.07950342,-0.2081019,-0.12731901,-0.31352204,-0.29516914,-0.08232351,-0.3498323,-0.16851706,0.30301616,-0.42142039,-0.13004351,-0.06448864,-0.30793948
Temporal_Pole_Sup_L,-0.38000555,-0.43782502,0.03128428,0.06173027,-0.07709892,-0.08505293,-0.27890629,-0.38758055,-0.39779024,0.19080347,0.22545818,-0.47655603,0.54961976,-0.25211107,0.74626122,0.7052208,-0.38754405,-0.49664356,-0.11923112,-0.29466927,0.13238408,0.00704046,0.57437955,0.64868536,0.11468153,-0.03823152,0.19682724,0.14787823,-0.30429325,-0.08843087,0.34190242,0.4752576,-0.03668514,-0.112262,0.53164598,0.30385377,-0.27058676,-0.27008824,-0.35382739,-0.25952862,-0.22302267,0.06628353,-0.23996732,-0.17674102,0.22534344,-0.12704011,-0.37274697,-0.32283072,-0.56990882,-0.51773789,-0.53028437,-0.55429716,-0.63206502,-0.22255231,-0.3184685,-0.25224973,-0.40162514,-0.23715076,-0.73646791,-0.45722908,-0.72679144,-0.27529754,0.05434704,-0.2462075,0.77511664,0.02153535,-0.33287806,-0.29736364,-0.06643175,-0.20250432,-0.07462854,-0.14090481,-0.07713687,-0.21961141,0.08098016,0.03178724,0.0481822,0.03610378,0.06578871,-0.07804953,-0.10303209,0.12778482,0,0.71672892,0.86234236,0.49883092,0.69958554,0.72375236,-0.11118298,-0.61104926,0.04792482,0.43875357,0.1492832,0.29085222,-0.04601764,-0.0986681,-0.00587303,-0.22337084,0.08566181,0.15508636,-0.26742458,-0.06229161,-0.12375586,-0.42892864,0.15373974,0.10336761,0.30025588,-0.34194531,-0.00066778,-0.16039709,-0.10725044,0.11880718,-0.27018437,-0.2488255,0.04828806,-0.15113377
Temporal_Pole_Sup_R,-0.23069836,-0.11075564,0.16976039,0.01412208,0.0078339,-0.09386222,-0.30521882,-0.46975587,-0.48254969,0.1142107,0.14726232,-0.40505581,0.47663741,-0.29199978,0.66840641,0.5489957,-0.12199625,-0.00866421,-0.01606123,-0.15163023,-0.05340323,0.05268559,0.54634094,0.52538044,0.31916621,-0.02698105,0.34550023,0.2689994,-0.23116869,0.16184641,0.26349104,0.31897415,-0.1343109,-0.20550873,0.5282698,0.32736699,0.0219437,0.03643636,-0.09355092,-0.01878086,0.28974872,0.40189069,-0.02204209,-0.01835502,0.21885011,-0.33108286,-0.12149314,-0.01841839,-0.44048315,-0.41755665,-0.3470156,-0.582291,-0.3843075,0.06045914,-0.1720517,0.08630352,0.06062025,0.18909977,-0.51912663,-0.20122693,-0.57745068,-0.30345018,-0.14151387,-0.29847529,0.58474111,-0.14638885,-0.44317768,-0.51541516,0.25906785,0.0469832,-0.21752974,-0.1084246,0.15371049,0.28311301,0.07526153,0.48888461,0.06748341,0.21135206,0.36000095,0.19394218,0.18513489,0.25337708,0.71672892,0,0.60228912,0.09886897,0.41803185,0.59901405,-0.16646334,-0.58531698,0.04116801,0.26096316,0.15437674,0.1963165,-0.08271498,-0.11413544,-0.12875507,-0.15537176,-0.08203699,0.00217836,-0.40612927,-0.19092343,-0.1590924,-0.42908018,-0.23546985,-0.12994715,0.18689328,-0.48696998,0.08097363,-0.15168173,-0.02368747,0.25787876,-0.23221405,0.01799685,0.07384446,-0.05077584
Temporal_Mid_L,-0.30247707,-0.44683737,0.08400508,0.12438927,0.20631895,-0.03763908,-0.2327698,-0.45645254,-0.48322933,0.20042703,0.36865337,-0.31129685,0.73758201,-0.31863955,0.769949,0.8041695,-0.5753146,-0.62964774,-0.11611814,-0.33082632,0.17011566,0.29292017,0.6811677,0.7376028,0.25136046,0.09321562,0.38760803,0.35610791,-0.4897312,-0.21137353,0.18003607,0.41969755,-0.39338251,-0.43037128,0.60386309,0.23665252,-0.05767465,-0.14732659,-0.27051485,-0.26442744,-0.28679137,0.14870404,-0.17925401,-0.17154246,0.22640905,-0.28607667,-0.36524646,-0.31933453,-0.73925343,-0.65497306,-0.57505258,-0.6935434,-0.68105674,-0.17396806,-0.48297154,-0.3494384,-0.43115142,-0.27199883,-0.79917347,-0.47451647,-0.66402939,-0.29933941,-0.21346821,-0.44452117,0.91599156,0.13171185,-0.58714261,-0.51936957,-0.04273463,-0.33936318,-0.02512313,-0.14031739,-0.02980417,-0.1865381,0.05123552,0.00631784,0.01433925,0.09847977,-0.10318017,-0.1933611,-0.30357724,-0.13050231,0.86234236,0.60228912,0,0.48920613,0.64941563,0.76957139,-0.0609539,-0.57293604,0.25114811,0.65259859,0.43421663,0.47556694,-0.00359556,-0.10577165,0.08291182,-0.18452377,0.09029176,0.25427183,-0.40892253,-0.1178568,-0.24832369,-0.46576624,0.05479398,0.14495627,0.32041077,-0.24034422,0.06792606,-0.17125495,-0.10225375,0.19835864,-0.05924146,0.0026909,0.19906118,-0.03089629
Temporal_Mid_R,-0.65546872,-0.35039675,-0.60494084,0.17856287,-0.28101952,0.38336463,-0.65160846,0.14444712,-0.14464065,0.42359781,-0.14255461,-0.27601021,0.1687169,0.314758,0.08367755,0.65224215,0.02323202,-0.44967687,-0.43754236,-0.19829785,-0.05460923,-0.02936038,-0.07709376,0.3949335,-0.22311496,-0.10947011,-0.20628182,-0.17384923,-0.22439497,-0.16290225,-0.24645265,0.14838188,0.03760548,0.01439731,0.24715399,0.33881616,-0.41763529,-0.43255188,-0.50543806,-0.28879705,-0.3776565,-0.26775827,-0.09880175,-0.03483244,0.44687436,0.47103414,0.02260167,-0.02789786,-0.18821279,-0.02731521,-0.17318416,0.05671034,-0.38462834,-0.44694104,-0.02859129,-0.28710031,-0.66847848,-0.41170879,-0.5321347,-0.24721983,-0.60191336,0.1635427,0.14237552,0.2132213,0.42407395,0.70449204,-0.09339983,0.27084717,-0.21566507,-0.11445621,-0.44889443,-0.58236162,-0.53963135,-0.61581974,0.00846865,-0.50570197,-0.27225134,-0.23763601,-0.14586041,-0.17375765,-0.18937785,0.23123675,0.49883092,0.09886897,0.48920613,0,0.29537663,0.27167579,-0.14722676,-0.0329942,0.10078856,-0.15423684,0.19924273,-0.26974953,0.41176325,0.27486681,0.4328195,-0.02932646,0.74929886,-0.00780383,0.04088457,-0.37798028,0.13412743,-0.3512106,0.29554286,0.16924156,0.15657856,-0.01950467,-0.02058447,-0.18865956,0.17504262,0.23112109,-0.2347635,-0.30396758,-0.01501834,-0.37212938
Temporal_Pole_Mid_L,-0.30293369,-0.6054693,0.40665198,0.41550211,0.07541737,-0.54827183,-0.2718917,-0.6676588,-0.57543411,-0.32811681,0.00253902,-0.34552009,0.41035554,-0.42407102,0.63297975,0.5337972,-0.62677857,-0.50499402,-0.29077728,-0.52011135,0.50406867,0.11656073,0.7345337,0.77506223,0.57093901,0.37087565,0.56539683,0.50294887,-0.50512937,-0.39088587,0.22113797,0.32794522,-0.17056828,-0.38215216,0.75278046,0.5706829,0.16272754,0.12615887,0.0390113,0.09950013,-0.24099385,0.24687144,0.20259019,0.1661936,0.34467965,-0.16520345,-0.27345892,-0.14025378,-0.43673438,-0.46986168,-0.12112376,-0.32964344,-0.73140787,-0.39741816,-0.20947395,0.09632196,-0.2972566,-0.39227486,-0.49367436,-0.44130628,-0.63538799,-0.61265702,-0.24441152,-0.52077427,0.69635651,-0.1667451,-0.0625378,-0.13911506,-0.02261549,-0.11064292,0.05287342,-0.13984349,0.18942925,-0.16727257,0.38550852,0.13367922,0.15725151,-0.12644369,-0.08503948,-0.28683133,-0.36632065,-0.14615034,0.69958554,0.41803185,0.64941563,0.29537663,0,0.76163978,-0.49715058,-0.62623703,-0.18737373,0.50317787,0.0320004,0.48732382,-0.204235,0.08392838,-0.00079859,0.05699968,-0.1335784,0.42965159,-0.47638403,0.01731137,-0.35785837,-0.26390352,0.34346272,0.40760675,0.27961001,-0.07325925,0.25730068,0.18200419,0.31062986,0.13805376,-0.2374129,-0.01778074,0.17056176,-0.12062724
Temporal_Pole_Mid_R,-0.23804615,-0.63704307,0.37718439,0.21126725,-0.04303378,-0.2644265,-0.26850041,-0.79332059,-0.63527738,-0.27941298,0.18524873,-0.56782266,0.48337631,-0.65992151,0.81149962,0.51627018,-0.54046847,-0.37819699,-0.05225567,-0.35321816,0.51506576,0.33483477,0.80163337,0.73086315,0.49218848,0.40860158,0.55137538,0.64120664,-0.28449045,-0.03030548,0.36201881,0.36202577,-0.12831045,-0.39054869,0.73650404,0.47334057,0.10174021,0.21833829,0.0435709,0.16137563,-0.11363748,0.4429426,0.07187099,0.08300871,0.34694972,-0.35450862,-0.37734794,-0.22042463,-0.5407194,-0.59453852,-0.30207095,-0.54319864,-0.6860727,-0.38556597,-0.28963271,-0.03407716,-0.30345245,-0.28880975,-0.49872785,-0.36832882,-0.63634714,-0.62597354,-0.11461518,-0.44073502,0.8454333,-0.26582048,-0.19598869,-0.33157387,0.16602894,0.0003208,0.04308937,-0.21977745,0.29305805,0.03617427,0.2409025,0.18252275,0.15034803,0.12473288,-0.03089501,-0.21543697,-0.53562665,-0.09774232,0.72375236,0.59901405,0.76957139,0.27167579,0.76163978,0,-0.28438456,-0.76626382,-0.20043195,0.56994378,0.03472536,0.58494075,0.03826457,0.05301717,0.09555037,0.18413482,-0.09750002,0.45510989,-0.58467614,0.02339882,-0.26520527,-0.29999596,0.21485147,0.45063778,0.04860594,-0.34063264,0.09734593,0.00484929,0.14146214,0.08285696,-0.27202768,-0.0150741,-0.00543151,-0.00260587
Temporal_Inf_L,0.37285106,0.31180671,-0.34176877,-0.51773985,0.05119158,0.37714818,0.34280721,0.39012626,0.38941981,0.14067162,0.52905322,0.32933195,0.12756167,0.14657331,-0.02080622,-0.31559275,0.02910312,-0.10600017,0.376768,0.35475531,-0.08654176,0.23986846,-0.3518244,-0.51802044,-0.50116911,-0.21593574,-0.40299046,-0.39304917,0.44853803,0.24073533,0.04394075,-0.23476626,0.19845047,0.2538673,-0.53084099,-0.55952857,-0.17297308,-0.33881918,-0.0634626,-0.35282945,-0.05714832,-0.02827827,-0.46388966,-0.39495644,-0.3336086,0.07920279,-0.17890466,-0.27482262,0.14584959,0.19968974,-0.21545025,-0.02491703,0.45837503,0.25830305,0.00537132,-0.38902854,-0.24922861,0.04407063,0.16257626,0.11944942,0.45049969,0.6081093,0.3618037,0.329386,-0.19999423,0.07615051,-0.0930924,-0.09565072,-0.20267995,-0.22946673,0.16377465,0.33004893,-0.02283892,0.11845428,-0.30769134,0.01087388,0.02748376,0.20337614,-0.15589795,-0.06174883,-0.04012318,-0.19886972,-0.11118298,-0.16646334,-0.0609539,-0.14722676,-0.49715058,-0.28438456,0,0.47038055,0.23370892,-0.03303198,0.05733465,-0.16704647,0.10300796,-0.13152149,0.0495494,-0.12540374,-0.06133466,-0.35702139,0.27160105,-0.02123551,-0.06530361,-0.03175908,-0.17963597,-0.11537098,0.12183497,0.02731702,-0.34376087,-0.09356904,-0.40792559,-0.20960213,0.325376,-0.17334065,-0.09901478,0.1981088
Temporal_Inf_R,0.11387339,0.33670743,-0.55495966,-0.08191079,0.03210102,0.28648848,-0.02143477,0.62151656,0.41261565,0.0832811,-0.16369957,0.60662335,-0.35053753,0.58142615,-0.70474232,-0.36774444,0.34789197,0.17508582,-0.15244272,0.15368441,-0.17337996,0.09049118,-0.76328817,-0.60044387,-0.33374663,-0.11571455,-0.36766566,-0.41528805,0.18010838,-0.02862358,-0.59101233,-0.5730765,0.07575839,0.14330494,-0.50163417,-0.27982991,0.12863345,-0.09793248,0.15574938,0.01815022,0.09122782,-0.19097999,0.09248703,0.07225869,-0.05988963,0.53146477,0.328936,0.20433458,0.54158215,0.64323789,0.4433,0.65071693,0.44801412,0.00807685,0.37857816,-0.00546749,-0.1170377,-0.08501536,0.41121975,0.2327624,0.5505306,0.60589434,0.08017249,0.35731707,-0.55916045,0.52318531,0.24646385,0.44113569,-0.24337736,-0.03399303,-0.17608156,0.01294013,-0.32715962,-0.18396648,-0.24155826,-0.15600251,-0.0609682,-0.24133856,-0.09988712,-0.11774664,0.07911591,-0.19732483,-0.61104926,-0.58531698,-0.57293604,-0.0329942,-0.62623703,-0.76626382,0.47038055,0,0.09659894,-0.53700056,0.01051961,-0.55195395,0.29334481,0.33887675,0.24176177,0.14553305,0.11718461,-0.58480717,0.26660649,-0.33948181,-0.13844832,-0.07577684,-0.07696274,-0.37009889,0.03301664,0.28461849,0.07004035,0.20576457,0.11202547,-0.17208501,0.20168027,-0.07644293,-0.12781627,-0.03412765
Cerebellum_Crus1_L,-0.09987297,0.13919451,-0.09989933,0.18252134,0.21438001,0.18486777,0.01267778,0.33657888,-0.06377859,0.55398063,0.12162026,0.14731819,0.23187583,0.35271534,-0.03268125,0.44668294,-0.26761452,-0.21928772,-0.15347497,-0.11376594,-0.47664211,-0.08077552,0.05718825,0.19948989,-0.07619975,-0.20590185,-0.10181813,-0.23627823,-0.3130928,0.00425473,-0.10976719,0.34229893,-0.38274987,-0.13477308,0.01495618,-0.13076465,-0.02556802,-0.10631543,-0.21655792,-0.37354651,-0.08600462,-0.18884667,-0.07509874,-0.20960226,-0.03308606,-0.12058767,0.30721527,0.23346145,-0.24734742,-0.23813268,-0.22601153,-0.21709023,0.0486054,0.41327985,-0.01623605,-0.12623894,-0.05098083,0.08702083,-0.37438375,-0.07607816,-0.12475642,0.15290394,-0.30424241,-0.13346142,0.12006424,0.3146721,-0.5046564,-0.34159511,-0.06295816,-0.25431171,-0.06963988,0.0784489,-0.43264997,-0.20438905,-0.49890073,-0.08236446,-0.1129938,-0.17567095,-0.06601341,0.17201107,0.17583906,-0.11205108,0.04792482,0.04116801,0.25114811,0.10078856,-0.18737373,-0.20043195,0.23370892,0.09659894,0,0.20392294,0.78451895,0.01259806,-0.04003444,-0.31205682,-0.12931665,-0.34558756,0.1669968,-0.15149015,0.16817313,-0.27527791,-0.04146161,-0.3518567,-0.46692398,-0.41883449,0.01464133,-0.00235832,-0.07067337,-0.37428619,-0.20495003,0.30293137,0.44035581,0.3952901,0.19624047,0.00045352
Cerebellum_Crus1_R,0.22955235,-0.37275804,0.56937359,0.07710492,0.49433082,-0.38438506,0.35547229,-0.56393864,-0.33375913,-0.13541785,0.50088732,0.0266171,0.68418195,-0.47656559,0.68383101,0.31860832,-0.7080422,-0.54234352,0.11985216,-0.34935982,0.31353773,0.30260701,0.77139048,0.47489335,0.42159881,0.34755146,0.55853188,0.5486763,-0.37453992,-0.18805343,0.31318819,0.28307865,-0.54800564,-0.61379961,0.44261995,-0.06474598,0.29337321,0.22457503,0.06182301,0.00590332,-0.23826212,0.2138696,-0.10636866,-0.06660341,-0.15234777,-0.62534576,-0.47955406,-0.36890798,-0.66938278,-0.68436883,-0.38433991,-0.63052824,-0.54920608,0.04302608,-0.56395382,-0.1532832,-0.00482308,-0.20136114,-0.44203332,-0.46793581,-0.14476702,-0.50495112,-0.35578982,-0.73511324,0.65512709,-0.33012005,-0.50745431,-0.65937217,-0.10247881,-0.46094417,0.46502722,0.32538878,0.22839901,0.03491812,-0.09069474,0.13825496,0.17042644,0.03107454,-0.25012536,-0.24070106,-0.3912526,-0.49724439,0.43875357,0.26096316,0.65259859,-0.15423684,0.50317787,0.56994378,-0.03303198,-0.53700056,0.20392294,0,0.32624061,0.86103216,-0.39665603,-0.29025948,-0.1567941,-0.05134616,-0.41110108,0.51433459,-0.43533676,0.32112863,-0.3148709,-0.07210541,0.14252898,0.15626884,0.31331288,-0.06565152,-0.02121885,-0.10524385,-0.28838658,-0.08371938,0.14677345,0.17401522,0.26504965,0.31547401
Cerebellum_Crus2_L,-0.25245201,-0.15041374,0.01498054,0.36726631,0.32733391,0.14157216,-0.0233381,0.17191176,-0.13549459,0.49986606,0.10719478,0.11459247,0.34422734,0.18598589,0.15798965,0.63807058,-0.44172263,-0.35055122,-0.26675279,-0.30091245,-0.30115594,0.02006707,0.25117188,0.41417415,0.11348718,-0.07206623,0.1250907,-0.03795163,-0.5458897,-0.15938271,-0.13917564,0.3056991,-0.63446811,-0.35394632,0.23951152,0.02046834,0.15016474,-0.04824279,-0.14015138,-0.2650445,-0.18254885,-0.01768187,-0.06002217,-0.22371394,0.01139967,-0.2090506,0.03465694,0.06253515,-0.47190703,-0.42400437,-0.31048005,-0.38073961,-0.23774368,0.15756262,-0.12928902,-0.14471232,-0.191808,-0.13492428,-0.5044072,-0.25919784,-0.25876556,0.0185823,-0.5250275,-0.38113311,0.39102872,0.39943769,-0.56426661,-0.38145369,-0.12182658,-0.34593054,0.01172126,0.08674003,-0.24793468,-0.1549471,-0.33298371,0.06395285,-0.27630469,-0.22063799,-0.08620676,0.15361115,0.00611035,-0.25349333,0.1492832,0.15437674,0.43421663,0.19924273,0.0320004,0.03472536,0.05733465,0.01051961,0.78451895,0.32624061,0,0.22041622,-0.03850909,-0.27532041,-0.05614155,-0.26532459,0.06390159,-0.11218959,-0.10581011,-0.2962247,-0.25957625,-0.40820529,-0.32873619,-0.22926776,0.12127151,-0.10111757,0.09418638,-0.16637242,-0.04216139,0.3295679,0.35120248,0.27608591,0.19042657,0.19291149
Cerebellum_Crus2_R,0.09370251,-0.52450514,0.7752826,0.28580856,0.37531746,-0.48772074,0.35441696,-0.65407483,-0.41971574,-0.35655925,0.27212573,-0.08228477,0.46329873,-0.52908948,0.66952066,0.17938736,-0.68702701,-0.39299384,0.02266311,-0.48303759,0.36977904,0.31470919,0.85992754,0.52544865,0.5642666,0.48580768,0.68136218,0.64101416,-0.41395401,-0.2701757,0.4558657,0.30567498,-0.50524293,-0.57805014,0.51363662,0.04855997,0.43235278,0.46693056,0.25872948,0.2714242,-0.04847129,0.37457215,0.02757091,0.02012337,-0.1300062,-0.68964219,-0.46827966,-0.30617777,-0.63463159,-0.74806726,-0.28155549,-0.56212474,-0.52328342,-0.07468795,-0.43025352,0.00727761,0.06849078,-0.17577877,-0.36947079,-0.54376187,-0.18381207,-0.68911664,-0.43538797,-0.79048721,0.59631299,-0.46856106,-0.30590025,-0.50697075,-0.11111618,-0.3899555,0.5702472,0.35464265,0.3531081,0.08321513,-0.04060139,0.17610043,0.29467628,0.04049575,-0.25195059,-0.12438946,-0.48805175,-0.43941024,0.29085222,0.1963165,0.47556694,-0.26974953,0.48732382,0.58494075,-0.16704647,-0.55195395,0.01259806,0.86103216,0.22041622,0,-0.46196314,-0.3606633,-0.094096,0.20992127,-0.53336002,0.53609537,-0.59408817,0.38056424,-0.37209132,-0.02763559,0.19996576,0.27641391,0.10743986,-0.27034318,-0.00800863,-0.04362154,-0.1279949,-0.07570111,-0.08923357,0.30038226,0.17302021,0.50239698
Cerebellum_3_L,-0.3687798,-0.14789239,-0.49678861,0.10851721,-0.42000418,0.39662553,-0.53036355,0.13460803,-0.09304135,0.15867652,-0.28832998,-0.27927007,-0.297276,-0.04365943,-0.31195599,0.1800882,0.18182458,0.24276492,-0.27662615,0.0263232,0.00970896,0.26607832,-0.34758332,-0.01024715,-0.18205604,-0.00402858,-0.17944414,-0.02885752,0.05608946,0.30723609,-0.35881604,-0.10135205,0.17765133,0.15154305,0.00058661,0.1268578,-0.03419132,-0.01291104,0.15139992,0.15148522,-0.04574421,0.01242452,0.08714459,-0.00331782,0.29448808,0.34632285,0.27958955,0.22696698,0.22080468,0.25959971,0.21107844,0.3122506,0.01279238,-0.32105172,0.40716855,0.02460652,-0.3713246,-0.13762063,0.00632487,0.249383,-0.1289557,0.16715626,0.10361489,0.35746686,0.00326249,0.42609206,0.20159691,0.33399474,0.17882631,0.48084148,-0.51903869,-0.5759855,-0.18591653,-0.13909435,-0.09718455,-0.26124534,-0.3856823,-0.21210012,0.26568276,0.00923711,-0.20013721,0.10869981,-0.04601764,-0.08271498,-0.00359556,0.41176325,-0.204235,0.03826457,0.10300796,0.29334481,-0.04003444,-0.39665603,-0.03850909,-0.46196314,0,0.60510549,0.54791219,0.2567455,0.38715355,-0.44378524,0.00686174,-0.5731596,-0.04380842,-0.32294762,-0.16815793,-0.15441365,-0.44538762,-0.22753454,0.41429013,0.35205726,0.28148368,0.10602311,-0.03995474,-0.19851346,-0.52624751,-0.33357986
Cerebellum_3_R,-0.17846875,-0.26471455,-0.33161953,0.08956292,-0.13113599,0.01482009,-0.59911316,-0.17100272,-0.2659312,-0.26392811,-0.35312578,0.08132446,-0.21997708,-0.079085,-0.30439789,0.01745743,0.09812773,0.06348466,-0.45342211,-0.23465527,0.41740306,0.37956464,-0.27134061,-0.01440971,0.23214754,0.39003892,0.17950213,0.23477643,0.03928031,0.06891649,-0.50216163,-0.36997477,0.14801453,-0.18395549,0.24612513,0.377552,0.31927837,0.26952125,0.44926014,0.48763055,0.00768182,0.08291794,0.58615568,0.56664167,0.62102981,0.56831566,0.42808879,0.39439961,0.48134055,0.50662727,0.60289104,0.57604873,-0.19565625,-0.56802208,0.37458398,0.34166455,-0.37078705,-0.47194229,0.15738853,0.0374776,-0.05124679,-0.07844798,-0.02856686,0.05669681,0.02632629,0.32529481,0.36089117,0.44347659,0.01007036,0.30321868,-0.39210122,-0.43094274,-0.13850061,-0.25525848,0.10069043,-0.05517741,-0.05556764,-0.31468409,0.20811693,-0.53682264,-0.36798491,-0.28411675,-0.0986681,-0.11413544,-0.10577165,0.27486681,0.08392838,0.05301717,-0.13152149,0.33887675,-0.31205682,-0.29025948,-0.27532041,-0.3606633,0.60510549,0,0.51471163,0.55080377,0.18143464,-0.2435478,-0.21838129,-0.51480614,-0.24238044,-0.26786298,0.2095192,-0.0474982,-0.01871433,0.14665024,0.37733559,0.50720626,0.617439,-0.08315263,0.00230539,-0.16100063,-0.30739123,-0.30161753
